"CRSE_CRSE_ID"|"CRSE_EFFDT"|"COFFR_ACAD_CAREER"|"COFFR_SUBJECT"|"COFFR_SUBJECT_LDESC"|"COFFR_CATALOG_NBR"|"COFFR_ACAD_GROUP"|"COFFR_ACAD_GROUP_LDESC"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCR"|"CRSE_DESCRLONG"|"CTPCS_CRSE_ATTR"|"CTPCS_CRSE_ATTR_VALUE"|"CATALOG NOTES 1"|"CATALOG NOTES 2"
"000194"|"2021-01-25"|"UGRD"|"SOCIOL"|"Sociology"|"372"|"LA"|"Liberal Arts"|"Globalization and Social Change"|"Globalization & Social Change"|"Globalization is a controversial issue. Some people believe that globalization offers unlimited positive potential for economic growth, cultural exchange, the expansion of liberal democracy, and advances in technology. Others view globalization as dominated by corporations and wealthy elites, representing the destructive power of capitalism. This course examines the contested meanings and realities of globalization by exploring the development of global capitalism with a focus on changing relationships between markets, states, cultural institutions, and individuals. Questions of power and inequality will be central to our approach. We will also explore the possibilities of transnational activism and global justice movements."|"Pre-requisite: SOCIOL 101. Sociology Majors are also required to have completed SOCIOL 102"|"International"|""|""
"000250"|"2003-09-02"|"UGRD"|"RUSS"|"Russian"|"378"|"LA"|"Liberal Arts"|"Independent Study"|"Independent Study"|"For those students wishing to pursue the study of Russian language, literature or culture beyond the intermediate level. A course of study is jointly designed by supervising instructor and student."|" "|" "|""|""
"000254"|"2022-09-06"|"UGRD"|"ASIAN"|"Asian Studies"|"358L"|"LA"|"Liberal Arts"|"Psychology, Politics, and Philosophy in East Asia"|"Asian Psych Pol Phil"|"Why do attitudes in China, Korea, and Japan differ from Western attitudes on such issues as human rights; individualism and community; child rearing; moral and psychological development; the role of government; and proper behavior in business organizations? This course explores the roots of these differences in the Confucian tradition."|" "|"International, World Cultures"|"ASIAN 358L and RELSTY 358L are the same course."|""
"000254"|"2022-09-06"|"UGRD"|"RELSTY"|"Study of Religion"|"358L"|"LA"|"Liberal Arts"|"Psychology, Politics, and Philosophy in East Asia"|"Asian Psych Pol Phil"|"Why do attitudes in China, Korea, and Japan differ from Western attitudes on such issues as human rights; individualism and community; child rearing; moral and psychological development; the role of government; and proper behavior in business organizations? This course explores the roots of these differences in the Confucian tradition."|" "|"International, World Cultures"|"ASIAN 358L and RELSTY 358L are the same course."|""
"000260"|"2023-01-23"|"UGRD"|"RELSTY"|"Study of Religion"|"241L"|"LA"|"Liberal Arts"|"Myth, History, and Prophecy: Old Testament"|"Myth, History, and Prophecy"|"Interpretation of the religion and literature of ancient Israel in comparison with the mythic religious forms of the ancient Near East, with some attention to subsequent biblical interpretation, literature, and philosophy. Central themes include myth and history, covenant, charismatic leadership, imperial religion, prophetic protest, and apocalyptic visions."|" "|"International, Humanities"|""|""
"000260"|"2023-01-23"|"UGRD"|"CLSICS"|"Classics"|"241L"|"LA"|"Liberal Arts"|"Myth, History, and Prophecy: Old Testament"|"Myth, History, and Prophecy"|"Interpretation of the religion and literature of ancient Israel in comparison with the mythic religious forms of the ancient Near East, with some attention to subsequent biblical interpretation, literature, and philosophy. Central themes include myth and history, covenant, charismatic leadership, imperial religion, prophetic protest, and apocalyptic visions."|" "|"International, Humanities"|""|""
"000262"|"2022-09-06"|"UGRD"|"ASAMST"|"Asian American Studies"|"238L"|"GCOE"|"College of Educ&Human Develp"|"Asian American Psychology"|"Asian Am Psychology"|"This course is an introduction to the psychological experience of Asian Americans, including the historical, sociopolitical, and cultural influences that shape personality and mental health in community, family, and individual contexts. The course also explores prevention and intervention possibilities through specific examples, such as trauma and intergenerational conflict, that are relevant for Asian American populations."|" "|"United States, Social & Behavioral Sciences"|"ASAMST 238L and PSYCH 238L are the same course."|""
"000262"|"2022-09-06"|"UGRD"|"PSYCH"|"Psychology"|"238L"|"LA"|"Liberal Arts"|"Asian American Psychology"|"Asian Am Psychology"|"This course is an introduction to the psychological experience of Asian Americans, including the historical, sociopolitical, and cultural influences that shape personality and mental health in community, family, and individual contexts. The course also explores prevention and intervention possibilities through specific examples, such as trauma and intergenerational conflict, that are relevant for Asian American populations."|" "|"United States, Social & Behavioral Sciences"|"ASAMST 238L and PSYCH 238L are the same course."|""
"000287"|"2023-09-05"|"GRAD"|"PPOL-G"|"Public Policy"|"891"|"LA"|"Liberal Arts"|"Dissertation Workshop for Public Policy"|"Dissertation Workshop"|"Required core course that is designed as a workshop for third year doctoral students in the Public Policy Ph.D. Program to assist them in developing their dissertation proposals. The class will facilitate the transition of students from class work to the dissertation stage, helping students choose and define a dissertation topic. During the course of the semester, students will create first drafts of all the parts of their proposals, including literature review, research questions, methods and policy implications. In addition, the course will facilitate students' understanding of how the dissertation fits into their career goals."|"Pre-req = Graduate degree student in Public Policy or graduate student with permission of instructor"|" "|""|""
"000288"|"2024-09-03"|"GRAD"|"PPOL-G"|"Public Policy"|"795"|"LA"|"Liberal Arts"|"Independent Study"|"Independent Study"|"Study of a particular area of this subject under the supervision of a faculty member."|"Pre-req = Graduate degree student in Public Policy or graduate student with permission of instructor"|"Non-degree exclude from list"|"Students wishing to register must do so through the department."|""
"000290"|"2023-09-05"|"GRAD"|"PPOL-G"|"Public Policy"|"697"|"LA"|"Liberal Arts"|"Special Topics"|"Special Topics"|"This course offers study of selected topics within this subject. Course content and credits vary according to topic and are announced prior to the registration period."|"Pre-req = Graduate degree student in Public Policy or graduate student with permission of instructor"|" "|""|""
"000290"|"2024-12-31"|"GRAD"|"PPOL-G"|"Public Policy"|"697"|"LA"|"Liberal Arts"|"Special Topics"|"Special Topics"|"This course offers study of selected topics within this subject. Course content and credits vary according to topic and are announced prior to the registration period."|"Pre-req = Graduate degree student in Public Policy or graduate student with permission of instructor"|" "|""|""
"000291"|"2022-09-06"|"UGRD"|"LATAM"|"Latin American Studies"|"375L"|"LA"|"Liberal Arts"|"Afro-Luso-Brazilian Cultures"|"Afro-Luso-Brazilian Cultures"|"This course will offer an introduction to the cultures, histories, and politics of the Portuguese-speaking world (namely Portugal, Brazil, Angola, Cabo Verde, Guinea-Bissua, Mozambique, and Sao Tome and Principe) as seen primarily through key literary, historical and filmic texts. Materials and class discussions will center around themes of colonialism, the struggle for independence, post-colonialism, gender, class, race, dictatorships, national identity, historical memory, and (im)migration. This course includes an explicit focus on comparison between the cultures of Brazil, Portugal and those of the PALOP (Portuguese-Speaking nations of Africa), specifically their experiences with colonialism, the path to independence, and post-colonialism."|" "|"International, World Cultures"|"LATAM 375L and PORT 375L are the same course."|""
"000291"|"2022-09-06"|"UGRD"|"PORT"|"Portuguese"|"375L"|"LA"|"Liberal Arts"|"Afro-Luso-Brazilian Cultures"|"Afro-Luso-Brazilian Cultures"|"This course will offer an introduction to the cultures, histories, and politics of the Portuguese-speaking world (namely Portugal, Brazil, Angola, Cabo Verde, Guinea-Bissua, Mozambique, and Sao Tome and Principe) as seen primarily through key literary, historical and filmic texts. Materials and class discussions will center around themes of colonialism, the struggle for independence, post-colonialism, gender, class, race, dictatorships, national identity, historical memory, and (im)migration. This course includes an explicit focus on comparison between the cultures of Brazil, Portugal and those of the PALOP (Portuguese-Speaking nations of Africa), specifically their experiences with colonialism, the path to independence, and post-colonialism."|" "|"International, World Cultures"|"LATAM 375L and PORT 375L are the same course."|""
"000311"|"2024-01-22"|"UGRD"|"ASAMST"|"Asian American Studies"|"265L"|"GCOE"|"College of Educ&Human Develp"|"World War II Internment of Japanese Americans (A)"|"WW II Intrn Japan Am"|"The US Government in 1942 commenced the internment of 120,000 Americans of Japanese ancestry. This course considers political, economic, legal, sociological and historical matters in the examination of this chapter in American life. The course encompasses experiences beyond the internment, including early Japanese immigration, the battle for redress and reparations, and the current status of Japanese and Asian Americans."|" "|"United States"|"ASAMST 265L and  POLSCI 265L are the same course."|""
